EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,Coef_Var_PE,Coef_Var_LNE,Var_Prop_PE,Var_Prop_LNE,Autocorr_PE,Autocorr_LNE,Razon_LNE_PE,PE,LNE,TC_LNE_2019,NUM_SECC_RUR,Area_Km2,Densidad_LNE
20,OAXACA,347,SAN SEBASTIAN TUTLA,0.011555012539103748,0.012920578755402045,0.013786528294062886,0.014698807569563228,0.9848116465597091,0.9732052410572438,0.9897168075304414,12681.0,12500.0,0.04210087536473531,0,2.861945303,4367.658594626887
20,OAXACA,45,MAGDALENA APASCO,0.01757225869173882,0.02108138895867643,0.02124718507043001,0.025315886686973856,0.9842367639827876,0.9719083801641353,0.9869565536123642,5535.0,5418.0,0.05655226209048362,2,3.553921915,1524.512954866089
20,OAXACA,225,SAN LORENZO,0.036046384130677636,0.047029266541854325,0.038223419742625525,0.051893020845932045,0.9409528548400061,0.9676390267362818,0.9832807892601563,3942.0,3914.0,0.16522774635308127,2,50.044772032,78.20996761654307
20,OAXACA,527,SANTO TOMAS MAZALTEPEC,0.02052383492175864,0.02784592928577611,0.02136384009243019,0.031562568106854476,0.8901247459893108,0.9045242412789933,0.9759601871944786,1813.0,1771.0,0.06815440289505428,0,2.373334564,746.2074782306166
20,OAXACA,11,AYOTZINTEPEC,0.013838473430116198,0.019113422534908883,0.01653584994165931,0.02160922341047011,0.9820497400166208,0.9736471884895136,0.9898371574513057,5120.0,5063.0,0.0632087358252835,1,38.176102388,132.62223441624747
20,OAXACA,132,SAN FELIPE TEJALAPAM,0.01130755165542696,0.012834103779767113,0.013805785703246545,0.015511566852003209,0.9775189655740192,0.9347143245315965,0.9902903891502882,5501.0,5452.0,0.04204892966360856,1,26.82498052,203.24339083620703
20,OAXACA,100,SAN ANTONINO CASTILLO VELASCO,0.02623983756158041,0.028385416918655166,0.030263789984862365,0.033637040360542936,0.9597614844040953,0.9705888881476262,0.9813612861388891,4281.0,4218.0,0.07711950970377937,0,3.045319837,1385.0761909314683
20,OAXACA,568,ZAPOTITLAN LAGUNAS,0.012693324936182375,0.023588651215068087,0.013175317789032278,0.026019741605999947,0.8368999181779919,0.8823213092886536,0.9750985811964491,2214.0,2173.0,0.06363191385217817,1,11.632046020999999,186.81150298726112
20,OAXACA,502,SANTIAGO YUCUYACHI,0.008401399995781962,0.023794925725756304,0.007967556246919638,0.022929577045763594,0.6850691169095823,0.5669029816952104,0.9814232345593353,835.0,828.0,0.035,1,2.4255129440000003,341.3710910297248
20,OAXACA,258,SAN MIGUEL AHUEHUETITLAN,0.003939647009423359,0.005727499745985345,0.0048637118279097145,0.006825407605961655,0.5036528217180086,0.5248108295370937,0.9755374700579528,1750.0,1707.0,0.007079646017699115,1,2.0526004880000004,831.6279811777964
20,OAXACA,249,SAN MATEO NEJAPAM,0.010983452464685082,0.027936029747917125,0.011837653520609262,0.0296790974736365,0.867977261792758,0.9296260012984273,0.9810691878192874,781.0,780.0,0.07883817427385892,0,1.6934477669999999,460.5987944829243
20,OAXACA,149,SAN FRANCISCO TLAPANCINGO,0.009001404949256575,0.02504024559559219,0.010588947168945755,0.028029985415186497,0.971130920003588,0.8793177081017889,0.9742401944369831,1586.0,1574.0,0.08327598072952512,0,0.87106563,1806.9820984671385
20,OAXACA,13,CALIHUALA,0.007919953501050611,0.010959513154089629,0.009462250739051716,0.013104857852608662,0.9350705341306756,0.9522087196325815,0.988477147304957,896.0,894.0,0.02522935779816514,2,70.939675156,12.602256748907404
20,OAXACA,74,REYES ETLA,0.017159712244345024,0.020506497799991825,0.02061996621684007,0.024449154241170886,0.9689794380824551,0.9420863011597368,0.9860324215532695,2910.0,2871.0,0.053964757709251104,0,3.262327848,880.0464373193188
20,OAXACA,56,MARTIRES DE TACUBAYA,0.026037332005638146,0.04341002126003633,0.0218771875409059,0.044227917020220414,0.6840149827519026,0.7970204809866476,0.9708233600965865,1065.0,1055.0,0.11169652265542676,0,0.821879789,1283.642710430491
20,OAXACA,345,SAN SEBASTIAN TECOMAXTLAHUACA,0.006753766369005637,0.0058736228933301896,0.00831001755012424,0.007235206721473981,0.9095887598771754,0.4315318409638357,0.9886556708150162,6036.0,5956.0,0.011720740614914217,7,190.199668965,31.314460390023108
20,OAXACA,367,SANTA CATARINA MECHOACAN,0.02543818351693797,0.03202452916959128,0.029150884812249027,0.037010630473647485,0.9419549212244437,0.9163922299979245,0.9873811121278261,3030.0,3014.0,0.09282088469905729,0,2.353695133,1280.5396747192067
20,OAXACA,69,PINOTEPA DE DON LUIS,0.026112258764685495,0.035039104929865034,0.02686836480734164,0.04062761352735572,0.9182528344216843,0.9121866382694124,0.9706442393028526,4582.0,4525.0,0.11316113161131611,0,2.1873760740000003,2068.6886236829155
20,OAXACA,120,SAN BERNARDO MIXTEPEC,0.006597243680022348,0.010194704254618497,0.007721090225637091,0.0121633681252476,0.9083009401067791,0.6469099309417199,0.9864033047251611,2192.0,2169.0,0.030893536121673004,0,8.329274397999999,260.4068369413804
20,OAXACA,560,VILLA DE ETLA,0.013649095565315713,0.01627129362534472,0.016585491314918946,0.019785448703337524,0.9768147230370561,0.9803436031988695,0.9856990374069877,8138.0,8048.0,0.045873944119558155,0,6.307295588000001,1275.9826914267014
20,OAXACA,533,SANTOS REYES YUCUNA,0.012309870899611688,0.026886980920211814,0.014479176881466074,0.031683707934055165,0.825303143559226,0.8632513712310362,0.9741442552860713,879.0,870.0,0.09159347553324969,0,0.696071318,1249.8719276348634
20,OAXACA,117,SAN BARTOLOME QUIALANA,0.018570446541919368,0.02155226840443498,0.022072282541769038,0.025433296628332238,0.9888458275720052,0.9708421847501759,0.9898104822305571,2147.0,2121.0,0.06743834927025667,0,5.196770886,408.1380623713723
20,OAXACA,300,SAN PEDRO ATOYAC,0.032144682103012835,0.035555652930713104,0.038942961307767796,0.04257487865653911,0.9898084764493985,0.9670761510782736,0.9884203398803929,3064.0,3051.0,0.13125695216907676,2,36.647807461,83.25191086115656
20,OAXACA,33,GUADALUPE ETLA,0.021681886182908727,0.02429063627222607,0.026131049942748338,0.029260312509511922,0.9803581353690694,0.9310675112159232,0.9857792769404453,2111.0,2088.0,0.07186858316221766,0,3.557303062,586.9615165220354
20,OAXACA,162,SAN JORGE NUCHITA,0.014721381402543553,0.01763826977770563,0.01719359650766911,0.020542858844849583,0.953286713274972,0.9506019952938529,0.9859588277956498,2368.0,2336.0,0.05510388437217705,2,8.756582348,266.7707453848751
20,OAXACA,63,NAZARENO ETLA,0.013669061129334074,0.0181971246672962,0.01619835304958023,0.021317632166327937,0.9570227769381868,0.9001245939752431,0.9883568582505435,3353.0,3324.0,0.05289832119100412,0,2.9973541399999997,1108.9780669026984
20,OAXACA,99,SAN ANDRES ZAUTLA,0.017717895546949868,0.01975038319007074,0.020408797146038223,0.023552376543616613,0.9517774468877114,0.9379584689090468,0.9856089144069218,3113.0,3065.0,0.053626675833619804,1,3.851807269,795.7303639430875
